# Switch — blawar/titledb (full title IDs)
01008c800e655001,Kohaku DLC Outfit "Lolawear"
01008c800e655005,Extra Song: "Raison d'être"
01008c800e655006,Extra Mission: "VS ???"
01008c80122be000,Skyforge
01008c8012920000,Dying Light: Definitive Edition
01008c801292103f,Portuguese Language Pack
01008c8012921040,German Language Pack
01008c8012921041,Latam Spanish Language Pack
01008c8012921042,Spanish Language Pack
01008c8012921043,French Language Pack
01008c8012921044,Italian Language Pack
01008c8012921045,Polish Language Pack
01008c8019ec2000,My Next Life as a Villainess: All Routes Lead to Doom! -Pirates of the Disturbance-
01008c8025c8e000,Moonlight Peaks – Nintendo Switch™ 2 Edition
01008c900982e000,Arcade Archives Solomon's Key
01008c901266e000,ADVERSE
01008c9012f4a000,When the Past was Around
01008c9014694000,My Friend Peppa Pig - Complete Edition
01008c9014695001,My Friend Peppa Pig: Pirate Adventures
01008c90191de000,Robby's Adventure
01008c901964e000,Aery - Path of Corruption
01008c901e2ec000,PANIC IN SWEETS LAND
01008c901fe3a000,As Per My Last Email
01008c90208e4000,Light - Die to Survive
01008c90226f2000,A love story: My best friend
01008ca00cf34000,Skellboy
01008ca00d71c000,Aperion Cyberstorm [DEMO]
01008ca00f7e0000,Perils of Baking
01008ca00fae8000,STAR WARS™ Jedi Knight: Jedi Academy
01008ca01d460000,Erogods: Asgard
01008cb0156bc000,The Legend of Heroes: Trails into Reverie
01008cb0156bd001,Trails into Reverie: SSS Summer Splash Set
01008cb0156bd002,Trails into Reverie: Standard Cosmetic Set
01008cb0156bd003,Trails into Reverie: Premium Cosmetic Set
01008cb0156bd004,Trails into Reverie: Starter Set
01008cb0156bd005,Trails into Reverie: Advanced Set 1
01008cb0156bd006,Trails into Reverie: Advanced Set 2
01008cb01716e000,Coloring Pixels: Collection 1
01008cb0179d4000,Aeternum Quest
01008cb01a988000,GAIARES
01008cb01e52e000,DOOM + DOOM II
01008cb02031e000,Hentai Paradise Vol. 2
01008cc019206000,Viki Spotter: Zoo
01008cc01fe6c000,Before The Dawn
01008cd00901c000,Discovery
01008cd00c222000,Streets of Rogue
01008cd00c223001,Streets of Rogue: Character Pack
01008cd00c5fc000,She and the Light Bearer
01008cd00fb66000,Rune Lord
01008cd01625c000,SEDOMAIRI
01008cd0168ec000,VAZIAL SAGA XX
01008cd0172d6000,DREDGE
01008cd0172d7001,DREDGE - Custom Rod
01008cd0172d7002,DREDGE - Blackstone Key
01008cd0172d7003,DREDGE - The Pale Reach
01008cd0172d7004,DREDGE - The Iron Rig
01008cd01d24c000,Superstar Strategy
01008ce00fdcc000,Bowling
01008ce0123cc000,Arcade Archives 64th. STREET
01008ce018e54000,Mahjong Minimal
01008ce01a0c0000,The House of Da Vinci 3
01008ce0258f8000,Ultimate Romance Test
01008cf01baac000,The Legend of Zelda™: Echoes of Wisdom
01008cf026006000,Rival Stars Horse Racing
01008d000877c000,ACA NEOGEO SENGOKU 3
01008d000d980000,Hotel Dracula
01008d0016af4000,Neptunia X SENRAN KAGURA: Ninja Wars
01008d001981c000,Chess Pills
01008d001bca0000,Mahjong Woods
01008d0024310000,Pixel Game Maker Series HacoPiyo
01008d1001512000,Cars 3: Driven to Win
01008d100d43e000,Saints Row IV®: Re-Elected™
01008d100de46000,Cyber Shadow
01008d10115c2000,Hermitage: Strange Case Files
01008d101524e000,Twitch
01008d101ab22000,Demonic Supremacy
01008d101c250000,True Virus
01008d101c972000,Battle Sea
01008d101dcd2000,Glitch Blaster's Waifu
01008d101e83a000,Cozy Hamlets
01008d201f4e4000,Kill The Crows
01008d300c50c000,Super Nintendo Entertainment System™ – Nintendo Classics
01008d30128e0000,Bamerang
01008d301446c000,MARIOZZA COPS
01008d301c00a000,TSUKIHIME -A piece of blue glass moon-
01008d301ece0000,Craft Archeology Simulator: Pyramid to Polar
01008d301f300000,Alian Planet
01008d4007a1e000,Outlast: Bundle of Terror
01008d400a584000,Keep Talking and Nobody Explodes
01008d400e1ba000,Pocket Stables
01008d4010c46000,Fluxteria
01008d4014102000,Trails and Traces: The Tomb of Thomas Tew
01008d40151be000,Erra: Exordium
01008d4015904000,Ultra Age
01008d4015905001,Rebirth Project
01008d4018260000,Master Spy
01008d4018d84000,WorldWide FlightSimulator
01008d5013c9e000,Ampersat
01008d5016fb6000,Harry Potter: Quidditch Champions
01008d5016fb7001,Harry Potter Quidditch Champions - Firebolt Supreme Broom Skin
01008d5016fb7002,Harry Potter: Quidditch Champions Deluxe Pack
01008d5017548000,Cassiodora
01008d501d204000,Evil Diary
01008d6018a4c000,The DioField Chronicle Original Soundtrack
01008d6018fec000,Blob Quest
01008d6024290000,Lyca
01008d700ab14000,The Bug Butcher
01008d7019dde000,Homebody
01008d8006a6a000,Arena of Valor
01008d800a162000,Dead Fun Pack: Penguins and Aliens Strike Again
01008d800ae4a000,FullBlast
01008d80148c8000,King of Seas
01008d8018646000,Arcade Archives PAC & PAL
01008d8019cce000,Hana Awase New Moon -Himeutsugi Volume-
01008d801d1d2000,Dragon Wings
01008d801d9e6000,Trash Punk
01008d801d9e7001,Trash Punk - DLC#1 Winter Rampage
01008d801d9e7002,Trash Punk - DLC#2 Toxic Twilight
01008d900b984000,FEZ
01008d9019128000,Gravity Circuit
01008d9022462000,The Rogue Prince of Persia™
01008d90229e2000,Arcane Paws
01008da00cbba000,Snooker 19
01008da00cbbb001,Snooker 19 Challenge Pack
01008da012ec0000,Shakes on a Plane
01008da01a400000,Fitness Boxing Fist of the North Star
01008da01a401001,Fitness Boxing Fist of the North Star Expansion Pack
01008da01e990000,Magnus Trilogy
01008da022182000,Battle Puzzle 2048 - Wicked Witches
01008db008c2c000,Pokémon Shield + Pokémon Shield Expansion Pass
01008db008c2d001,The Isle of Armor
01008db008c2d002,The Crown Tundra
01008db013114000,Stencil Art
01008db016ba0000,Amnesia: Memories
01008db017f68000,Atari Mania
01008db01cfd2000,Lazriel: The Demon's Fall
01008db0202da000,Dokyusei: Bangin' Summer™ - Home Edition
01008db022322000,Hentai Girls: Marvelous Magician
01008db0236ca000,Finding Chuchu
01008dc022a94000,Angry Video Game Nerd 8-bit
01008dd006c52000,A Magical High School Girl
01008dd00e66c000,Truck Simulator USA
01008dd0114ae000,Zenge
01008dd013200000,Ori and the Will of the Wisps
01008dd01cff2000,Turbo Dash Kart Racing
01008dd0249bc000,Neon Inferno
01008de0121f4000,Conglomerate 451: Overloaded
01008de013c40000,Fort Triumph
01008de0154d8000,APICO
01008de01f886000,Witch of the Meta Loop
01008df00b78e000,Gunbrick: Reloaded
01008df01290c000,Secrets of Me
01008df012a7a000,Turnip Boy Commits Tax Evasion
01008e0019388000,Ultra Kaiju Monster Rancher
01008e0019389001,Ultra Kaiju Monster Rancher Sevenger Giant of Light Skin
01008e0019389002,Ultra Kaiju Monster Rancher Science Party Mocchi
01008e0019389003,Ultra Kaiju Monster Rancher Raising Item Set 2
01008e0019389004,Ultra Kaiju Monster Rancher Raising Item Set 1
01008e001a790000,Right and Down
01008e0025afe000,Dear me, I was...
01008e100e416000,PowerSlave Exhumed
01008e1012fe6000,Apple Slash
01008e10130f8000,Funimation
01008e101e868000,Bum Simulator
01008e1020b22000,Popotinho's Adventures
01008e20047dc000,Snipperclips Plus: Cut It Out, Together!
01008e200c5c2000,Muse Dash
01008e200c5c3001,Hatsune Miku collab DLC [Miku in Museland]
01008e200c5c3002,Hatsune Miku collab DLC 2 [Rin·Len's Mirrorland]
01008e20128de000,Bonkies
01008e2013144000,Paw Paw Paw
01008e2013fb4000,Multi Quiz
01008e2016768000,Make the Burger
01008e201f66c000,DODONPACHI SAIDAIOUJOU
01008e300c88a000,Mad Age & This Guy
01008e300d136000,Cafeteria Nipponica
01008e300e400000,Wayout
01008e301404a000,OGRE TALE -鬼譚-
01008e301955e000,Supaplex WOW!
01008e3019bee000,Super Lone Survivor
01008e301d1da000,Timberdoku
01008e40192ce000,Kingdom of Aurelia - Mystery of the Poisoned Dagger
01008e401e6d0000,The Smurfs – Dreams
01008e401e6d1001,The Smurfs Dreams - Cosmic Costume
01008e401e6d1002,The Smurfs Dreams - Thief Skin
01008e500aff6000,Boreal Blade
01008e500bf62000,MagiCat
01008e500cf02000,Estiman
01008e500ede0000,8-Bit Farm
01008e502169e000,Spell Disk
01008e5024bf4000,Anime Girls: Puffy Pumpkin
01008e6006502000,Aegis Defenders
01008e6006503001,All Skins Bundle
01008e6006503002,Barista Clu Skin + Egg Kobo Skin
01008e6006503003,Foodie Item Skins
01008e6006503004,Kickstarter Turret Skin
01008e601acfc000,Bitter-Sweet Cohabitation - ビタースイート - 家出少女とワケあり同棲生活 -
01008e601e03c000,Dungeons & Dragons Neverwinter Nights 2: Enhanced Edition
01008e601fa4c000,Zombie Derby 2
01008e700caac000,Istanbul: Digital Edition
01008e700f952000,Skelittle: A Giant Party!
01008e7017524000,Galactic Wars EX
01008e7017942000,JUSTICE SUCKS
01008e701cc46000,Helix Jump
01008e701cc47001,Helix Jump: Letter Madness DLC
01008e701cc47002,Helix Jump: Party Skins DLC
01008e70212b0000,Sailing the winds
01008e70248cc000,Draw Shooter
01008e7026316000,Afterplace
01008e800d1fe000,Marble Power Blast
01008e80199a8000,Tappy Word 3
01008e80204d4000,John The Zombie
01008e8020a0a000,Him, the Smile & bloom
01008e8020a0b001,Him, the Smile & bloom - Additional scenario - Flower Halloween Night
01008e900471e000,De Mambo
01008e9007064000,WorldNeverland - Elnea Kingdom
01008e9007065001,Cosmetics set (Magical Makeup,Hair Catalog)
01008e9007065002,High Speed Anklet Set (Anklet of Light, Anklet of Hermes)
01008e9007065003,Hair Dye Set A ( Lt. Brown, Lavender, Cream, Cherry Blossom )
01008e9007065004,Hair Dye Set B (Pink, Turquoise, Blue Silver, White Sand)
01008e9007065005,Hair Dye Set C (Sandy Blond, Dk. Brown, Violet, Abyssal Green)
01008e9007065006,Hair Dye Set D (Chestnut, Chocolate, Night Sky, Inferno)
01008e9007065007,Glasses Set A ( Wellington Glasses, Square Frames, "color:Red,Blue,Purple" )
01008e9007065008,Glasses Set B ( Silver Frame Monocle, Black and Red Half Frames )
01008e9007065009,Luxury Wedding Attire Set ( White, Pink, Blue )
01008e900706500a,Ihm Color Set (White, Pink, Mint, Ice Blue, Cream, Lavender, Graphite)
01008e900706500b,Ihm Ihm Set (Child's Ihm Knapsack, Ihm Knapsack, Ihm Ear Earmuffs, White Jumbo Stuffed Ihm, Cocoi Suit)
01008e900706500c,Set of "Sakura" furniture and clothes
01008e900706500d,Summer Wedding Attire Set (Seaside, Sunset beach, Night Sea)
01008e900706500e,Our Majesty's Blk Armor
01008e900706500f,Warrior's Black Clothes Set
01008e9007065010,Black Ancestral Garb Set
01008e9007065011,Jade Ancestral Garb Set
01008e9007065012,Forester's Garb
01008e9007065013,Traditional Green Outfit
01008e9007065016,Headshroom Set (Rogh, Mallo and Inber)
01008e9007065017,Guiding Butterfly Wings
01008e9007065018,Set of stuffed bears
01008e9007065019,Set of red furniture and clothes
01008e900706501a,Noel set
01008e900706501b,New Year's Set
01008e900706501c,Interior set for farmers
01008e900706501d,Antique Furnishings Set
01008e900706501e,Banner Set( Roselle, Galfin, Dhorme, Farm, Regal, Shiznee )
01008e900706501f,+4 save slots (adds 4 additional save data slots)
01008e9007065020,Challenge Dungeon "Hellfire Lair"
01008e9007065021,Challenge Dungeon "Sunken Ruins"
01008e9007065022,Set of Nalulu Kingdom outfits
01008e9007065023,Emerald Summer Dress Set
01008e9007065024,Citrus Summer Dress Set
01008e9007065025,Chocolate Outfits Set
01008e9007065026,Latte Uniforms Set
01008e9007065027,Navy Devon Coat Set
01008e9007065028,Charcoal Devon Coat Set
01008e9007065029,Dark Rose Sweater Set
01008e900706502a,Moss Green Sweater Set
01008e900706502b,Spring Outfits Set
01008e900706502c,Southern Attire Set
01008e900706502d,Yano Market Clothing Set
01008e900706502e,Orient Mail
01008e900706502f,White Wings Set
01008e9007065030,Black Wings Set
01008e9007065031,Small Demon Wings Set
01008e9007065032,Chocolate Accessories Set
01008e9007065033,White-Winged Outfits Set
01008e9007065034,Navy Sailor Uniforms Set
01008e9007065035,Charcoal Sailor Uniforms Set
01008e9007065036,Summer Sailor Uniforms: White Set
01008e9007065037,Sunflower Cloths Pack Set
01008e9007065038,Sunflower Interiors Pack Set
01008e9007065039,Steampunk Outfits Set
01008e900706503a,Wedding Equipments Set
01008e900706503b,Halloween Costume Set
01008e900706503c,White Wizard Coats Set
01008e900706503d,Brown Fishing Coats Set
01008e900706503e,Navy Fishing Coats Set
01008e900706503f,Black Fishing Coats Set
01008e9007065040,Citizen's Country Wear Set
01008e9007065041,Bright Yellow Country Wear Set
01008e9007065042,Royal Country Wear Set
01008e9007065043,White Elegant Dress Set
01008e9007065044,Town-Wear Set(Common)
01008e9007065045,Town-Wear Set(Royal)
01008e9007065046,Town-Wear Set(Sunny)
01008e9007065047,Tiara Set
01008e9007065048,Wedding Festoon Set
01008e9007065049,Summer Outfit Set(Common)
01008e900706504a,Summer Outfit Set(Clean-Cut)
01008e900706504b,Summer Outfit Set(Sunny)
01008e900706504c,Summer Outfit Set(Yano Market)
01008e900706504d,Working Equipments Set
01008e900706504e,Knapsack Set
01008e900706504f,Rucksack Set
01008e9007065050,Backpack
01008e9007065052,Town Furs Set ( White )
01008e9007065053,Town Furs Set ( Orange )
01008e9007065054,Town Furs Set(Mint)
01008e9007065055,Patchwork Wear(Chocolate)
01008e9007065056,Patchwork Wear(Autumn)
01008e9007065057,Polar Travel Outfit(Noel)
01008e9007065058,Soft Kid's White Cat
01008e9007065059,Blue Northern Fur Coat
01008e900706505a,Wa -Japan- Fair ( Free )
01008e900706505b,Tea-party(Galphin)
01008e900706505c,Yukata
01008e900706505d,Island Breeze Set
01008e900706505e,Island Pastel Set
01008e900706505f,Island Citrus Set
01008e9007065060,Island Berry Set
01008e9007065061,Island Flower Set
01008e9007065062,Pioneer Autumn Outfit Set(Blue)
01008e9007065063,Pioneer Autumn Outfit Set(Silver)
01008e9007065064,Elegant Twilight Dress Set
01008e9007065065,Ihm's stylish accessories Set
01008e9007065066,Festive Boa Coat Set
01008e9007065067,Snow White Boa Coat Set
01008e9007065068,Soft Kid's Black Cat
01008e9007065069,Naruelu Wine and recipies
01008e900706506a,Embroidery Kits
01008e900706506b,Cat Baby Suits
01008e900706506c,Red Huashan-style Formal Set
01008e900706506d,Indigo Huashan-style Formal Set
01008e900706506e,Pioneer Spring Outfit Set(Pink)
01008e900706506f,Pioneer Spring Outfit Set(Green)
01008e9007065070,Kid's Forester's Garb
01008e9007065071,Verdure Fishing Outfit Set
01008e9007065072,Pioneer Summer Outfit Set
01008e9007065073,Pioneer Summer Outfi Set: Aqua
01008e9007065074,Pioneer Summer Outfit Set: Berry
01008e9007065075,Pioneer Summer Outfit Set: Citrus
01008e9007065076,Waistcoat Outfit Set: Ash
01008e9007065077,Waistcoat Outfit Set: Green
01008e9007065078,Rose Accessories Set
01008e9007065079,Summer Accessories Set
01008e900706507a,Zohm Knapsack
01008e900706507b,Academy Mage Wear Set: Sakura
01008e900706507c,Academy Mage Wear Set: Lavender
01008e900706507d,Boa Coat Set: Beige
01008e900706507e,Fur Bolero Set: Wine
01008e900706507f,Fur Bolero Set: Orange
01008e9007065080,Farming Hats Set
01008e9007065081,Sugar Donut Fair
01008e9007065082,Chocolate Donut Fair
01008e9007065083,Berry Donut Fair
01008e9007065084,Short Tan Fur Coat Set
01008e9007065085,Short Christmas Coat Set
01008e9007065086,Fluffy White-Rabbit Set
01008e9007065087,Floral Town-Wear Set: Twilight
01008e9007065088,Floral Town-Wear Set: Brown
01008e9007065089,Old Citizen's Apparel Set
01008e900706508a,Ancestral Garb Set: Berry
01008e900706508b,Ancestral Garb Set: Violet
01008e900706508c,Wa Mage Wear Set: Sakura
01008e900706508d,Wa Mage Wear Set: White
01008e900706508e,Wa Mage Wear Set: Navy
01008e900706508f,Wa Mage Wear Set: Purple
01008e9007065090,Fluffy Brown-Rabbit Suit
01008e9007065091,Fluffy Silver-Rabbit Suit
01008e9007065092,Fluffy 'Bear's Strength' Suit
01008e9007065093,Fluffy Panda Suit
01008e9007065094,Flower Trimmed Wear Set: Mint
01008e9007065095,Flower Trimmed Wear Set: Sakura
01008e9007065096,Summer Sailor Uniform Set: Blue
01008e9007065097,Summer Sailor Uniform Set: Bowa
01008e9007065098,Summer Hiking Wear Set: Beach
01008e9007065099,Summer Hiking Wear Set: Lime
01008e900706509a,White Modern Wedding Outfit Set
01008e900706509b,Black Modern Wedding Outfit Set
01008e900706509c,White Rose Wedding Attire Set
01008e900706509d,Bee Apparel Set
01008e900706509e,Modern Yukata Set: Vermilion
01008e900706509f,Modern Yukata Set: Violet
01008e90070650a0,Cotton Rope Craft Set
01008e90070650a1,Courier Uniform: Sea Green
01008e90070650a2,Courier Uniform: Hibiscus
01008e90070650a3,Courier Uniform: Misty Blue
01008e90070650a4,Courier Uniform: Black/Red
01008e90070650a5,Modern Kimono: Weelia
01008e90070650a6,Stylish Kimono: Indigo
01008e90070650a8,Floral Spring Outfit: Yellow
01008e90070650a9,Floral Spring Outfit: Sky
01008e90070650aa,Floral Spring Outfit: Mauve
01008e90070650ac,Fox Set
01008e90070650ad,Cowlicks
01008e90070650ae,Hair Extensions
01008e90070650af,Birdcages
01008e901c7a4000,Masala Drive
01008ea00405c000,forma.8
01008ea008712000,ACA NEOGEO PULSTAR
01008ea00c27e000,DYING: Reborn - Nintendo Switch Edition
01008ea00e816000,OVERPASS™
01008ea00e817001,OVERPASS™ Drive With Style
01008ea00e817002,OVERPASS™ Expert Vehicles Pack
01008ea00e817003,OVERPASS™ Smart Start Pack
01008ea00e817004,OVERPASS™ Yamaha Special Pack
01008ea01bf8c000,Savage Age
01008ea022674000,RememPair
01008ea022675001,Animals
01008ea022675002,Anime Avatars
01008ea024c18000,Resting Island
01008ea026310000,Dirt Racing Bundle 4 in 1
01008eb012608000,My Diggy Dog 2
01008eb018f2c000,Backgrounds for life
01008eb01c3ce000,City Parking Driver: Draw The Path Simulator
01008eb01de6e000,Self-Delusion
01008eb01ef04000,Neptunia Riders VS Dogoos Digital Art Book
01008ec005f88000,Super Ping Pong Trick Shot
01008ec006be2000,Art of Balance
01008ec020cba000,W.A.N.D. Project
01008ec024a6e000,Kawaii Girls: Pretty Mermaid
01008ed008776000,ACA NEOGEO MAGICAL DROP III
01008ed0087a4000,The Adventure Pals
01008ed00b916000,Aqua TV
01008ed00dabc000,Dry Drowning
01008ed024492000,Star Ores Inc.
01008ed024abe000,Wheretheskyis
01008ee00b22c000,Rento Fortune
01008ee00b22d001,Rento TEAMS
01008ee00b22d002,Rento DEEP Board
01008ee012cd4000,Legends of Ethernal
01008ee0177a8000,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom
01008ee0177a9001,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom - Winter Tales
01008ee0177a9002,DORAEMON STORY OF SEASONS: FGK - The Life of Insects
01008ee0177a9003,DORAEMON STORY OF SEASONS: FGK - Together with Animals
01008ee0177a900b,DORAEMON STORY OF SEASONS: FGK Premium Crops Seed Set
01008ee0177a90c9,DORAEMON STORY OF SEASONS: FGK Seasonal Veggies Seeds Set
01008ef00c900000,The Journey Down Trilogy
01008ef013a7c000,Gnosia
01008ef01426c000,Jumping Stack Ball
01008ef018266000,HEROish
01008ef01b814000,Pogo Joins the Circus
01008ef020c98000,Vengeance Hunters
01008f000e908000,Mad Bullets
01008f001e554000,Bare Butt Boxing
01008f0022cd2000,Kentum
01008f0023304000,Squirrel Madness
01008f1008da6000,Darkest Dungeon
01008f1008da7001,Darkest Dungeon®: The Crimson Court
01008f1008da7002,Darkest Dungeon®: The Shieldbreaker
01008f1008da7003,Darkest Dungeon®: The Musketeer
01008f1008da7004,Darkest Dungeon®: The Color of Madness
01008f1012df4000,Jigsaw Fun: Piece It Together!
01008f101bed2000,Defend The Base: Tower Turret Shooting Range
01008f1021dc8000,Hentai Girls: Mandarin Love
01008f1024c06000,EGGCONSOLE MUGEN NO SHINZOU II PC-8801
01008f2005154000,South Park™: The Fractured but Whole™ - Standard Edition
01008f2005155001,Relics of Zaron – Stick of Truth Costumes and Perks Pack
01008f2005155002,South Park™: The Fractured but Whole™ Towelie: Your Gaming Bud
01008f2005155003,South Park™: The Fractured but Whole™ - Super Streamer Starter Kit
01008f2005155004,South Park™: The Fractured but Whole™ - Danger Deck
01008f2005155005,South Park™: The Fractured But Whole™ – From Dusk Till Casa Bonita
01008f2005155006,South Park: The Fractured But Whole Bring the Crunch
01008f200c880000,Mugsters Demo
01008f201838e000,BIRFIA
01008f2023f02000,Ants Empire Colony
01008f3010752000,Arcade Archives XX MISSION
01008f30107f8000,Where Angels Cry: Tears of the Fallen Collector's Edition
01008f3013e4e000,Under Leaves
01008f3018fd0000,Canfield Solitaire Collection
01008f301f690000,Bumper Kitty
01008f3023414000,Korean Drone Flying Tour Ilsan Lake Park
01008f4014a74000,UnMetal
01008f401ee1a000,Dadish 3D
01008f40209f2000,Winnie the Pooh: Honey for All
01008f40250aa000,Claim The Forest
01008f500e042000,Charterstone: Digital Edition
01008f5013e6c000,Power Racing Bundle 3
01008f50155a6000,#1 Crosswords Bundle
01008f501982c000,Halloween Shooter
01008f502881e000,Dead End Escape
01008f6008c5e000,Pokémon™ Violet + AOC bundle (for GP distribution)
01008f6008c5f001,New Uniform Set
01008f600ca1a000,Basketball
01008f600f2d0000,Remothered: Tormented Fathers
01008f6019512000,Born Of Bread
01008f60248f0000,Arcade Archives VIDEO HUSTLER
01008f6027526000,Pixie Plates
01008f6027527001,Pixie Plates: Shimmering Slopes DLC
01008f6027527002,Pixie Plates: Ember Peaks DLC
01008f6027527003,Pixie Plates: Royal Gardens DLC
01008f701c074000,SONIC SUPERSTARS
01008f701c075001,LEGO® Sonic Skin
01008f701c075002,LEGO® Fun Pack
01008f701c075006,Extra Content Pack
01008f701c075007,Modern Amy Costume
01008f701c075008,Sonic Holiday Costume
01008f701c075009,Comic Style Character Skins
01008f701c07500d,Retro Diner Style Amy Costume
01008f701c07500e,Shadow Costume for Sonic
01008f701c075032,LEGO® Eggman Boss Skin - Pre-order
01008f70262fe000,Puffy Dog Puzzle
01008f70272c2000,Isekai Villain - Nintendo Switch 2 Edition
01008f70272c3001,Experience x3 - Isekai Villain
01008f70272c3002,Damage x2 - Isekai Villain
01008f70272c3003,No Skill Cost - Isekai Villain
01008f80049c6000,Unepic
01008f801398e000,Rock 'N Racing Bundle Off Road & Grand Prix
01008f8013bd0000,Maze with cube
01008f9017f8c000,They Always Run
01008f9019362000,Supreme Car Race on Highway Simulator - Ultimate Driving Games Poly Experience
01008f901de0c000,Arcade Archives VOLFIED
01008f901deb2000,4 The Elements
01008f902809c000,Parking Simulator: Retro Car Driving
01008fa00acec000,RADIOHAMMER STATION
01008fa00d686000,Circuits
01008fa01187a000,Prinny® 2: Dawn of Operation Panties, Dood!
01008fa012fc0000,Crystal Ortha
01008fa012fc1001,Experience x3 - Crystal Ortha
01008fa012fc1002,Magic Pancho - Crystal Ortha
01008fa012fc1003,Damage x2 - Crystal Ortha
01008fa019a6a000,HALF DEAD 3
01008fa01ce08000,Car Parking & Car Driving Simulator 2023
01008fa01ddc4000,Gladiatorial Conquest Battle: Arena of Legends
01008fa01df46000,Hentai Girls: Office Romance
01008fa01fbee000,Jewel Fight: Heroes of Legend
01008fa02253a000,MADO MONOGATARI: Fia and the Wondrous Academy Digital Art Book
01008fa027c6c000,Escape game R00M13
01008fb011248000,AvoCuddle
01008fb015e40000,Hammer 2 Reloaded
01008fb01e962000,Recolit
01008fb01fd20000,Dragon Takers
01008fb023b52000,Gloomy Eyes
01008fb023b53001,Gloomy Eyes - Soundtrack
01008fc00c5bc000,Apocalipsis Wormwood Edition
01008fc016886000,Farmquest
01008fc019476000,Billiard: Classic 8 Ball Pool
01008fc01e02a000,Sling Puzzle: Golf Master
01008fc01e534000,Rewind or Die
01008fc0232b2000,School Photo Transformer 美少女スナップ！メタモル写真クラブ
01008fd004db6000,ACA NEOGEO METAL SLUG X
01008fd01d33a000,Tiny Treasure Hunt
01008fd01fd42000,Onimusha 2: Samurai's Destiny
01008fd01fd43001,Onimusha 2: Orchestra Album Selection Pack
01008fd026df2000,Frogging Up
01008fe00e2f6000,ONE PIECE: PIRATE WARRIORS 4 Nintendo Switch™ 2 Edition
01008fe00e2f7001,ONE PIECE: PIRATE WARRIORS 4 Luffy Costume "Luffytaro"
01008fe00e2f7002,ONE PIECE: PIRATE WARRIORS 4 Zoro Costume "Zorojuro"
01008fe00e2f7003,ONE PIECE: PIRATE WARRIORS 4 Nami Costume "Onami"
01008fe00e2f7004,ONE PIECE: PIRATE WARRIORS 4 Sanji Costume "Soba Mask"
01008fe00e2f7005,ONE PIECE: PIRATE WARRIORS 4 DYNASTY WARRIORS Hancock Costume
01008fe00e2f7006,ONE PIECE: PIRATE WARRIORS 4 DYNASTY WARRIORS Law Costume
01008fe00e2f7008,ONE PIECE: PIRATE WARRIORS 4 Vinsmoke Ichiji Early Unlock
01008fe00e2f7009,ONE PIECE: PIRATE WARRIORS 4 Vinsmoke Niji Early Unlock
01008fe00e2f700a,ONE PIECE: PIRATE WARRIORS 4 Vinsmoke Yonji Early Unlock
01008fe00e2f700b,ONE PIECE: PIRATE WARRIORS 4 Charlotte Katakuri Early Unlock
01008fe00e2f700c,ONE PIECE: PIRATE WARRIORS 4 Anime Song Pack
01008fe00e2f7014,ONE PIECE: PIRATE WARRIORS 4 Whole Cake Island Pack
01008fe00e2f7015,ONE PIECE: PIRATE WARRIORS 4 The Worst Generation Pack
01008fe00e2f7016,ONE PIECE: PIRATE WARRIORS 4 Land of Wano Pack
01008fe00e2f7017,ONE PIECE: PIRATE WARRIORS 4 The Battle of Onigashima Pack
01008fe00e2f7018,ONE PIECE: PIRATE WARRIORS 4 One Piece Film: Red Pack
01008fe00e2f7019,ONE PIECE: PIRATE WARRIORS 4 Legend Dawn Pack
01008fe00e2f701a,ONE PIECE: PIRATE WARRIORS 4 Yamato's Grand Tour Logbook & Soul Map 1
01008fe00e2f701b,ONE PIECE: PIRATE WARRIORS 4 Koby's Combat Chronicle & Soul Map 2
01008fe00e2f701c,ONE PIECE: PIRATE WARRIORS 4 Path to the King of the Pirates & Soul Map 3
01008fe00e2f701d,ONE PIECE: PIRATE WARRIORS 4 Onigashima Battle Law Costume
01008fe00e2f7025,ONE PIECE: PIRATE WARRIORS 4 One Piece Film: Red Anime Song Pack
01008fe00e2f7027,ONE PIECE: PIRATE WARRIORS 4 Shanks Additional Special Move "Divine Departure"
01008fe00e2f702a,ONE PIECE PIRATE WARRIORS 4 Character Pack 7 Future Island Egghead Pack
01008fe00e98e000,Puzzle by Nikoli S Nurikabe
01008fe0182c6000,Regular Factory: Escape Room
01008fe01fbfe000,Agent Walker: Secret Journey
01008fe01febe000,Bright Side: Quiz
01008fe01febf001,Bright Side: Quiz - Watch & Learn DLC
01008fe020bdc000,Coloring Pixels: Collection 5
01008ff00a4b6000,Squids Odyssey
01008ff00b8fa000,Reverie: Sweet As Edition
01008ff014670000,Beasts of Maravilla Island
01008ff017878000,Pinball Frenzy
01008ff018970000,Dungeon Slime Collection
01008ff01b9b8000,Deleted
01008ff0204c6000,Tobla - Divine Path
01008ff02218a000,Double Dangerous
01008ff023154000,Pixel Game Maker Series GIRI Jump Extreme
01008ff026254000,Dirt Racing Bundle Rally & Truck
01008ff026af8000,Escape Game The Museum of Memories
010090001dc78000,Mystery Box: Hidden Secrets
0100900021450000,Wild West Shooter
0100900023dbe000,Samurai Academy: Paws of Fury
010090100d3d6000,Zeroptian Invasion
010090100e334000,Don't Starve Together
0100901014412000,From Shadows
010090101693c000,Armed and Gelatinous: Couch Edition
